title,author,pages,genre,description,published_date,publisher,language,average_rating,ratings_count,thumbnail
Sherlock Holmes and Philosophy,Josef Steiff,386,Literary Criticism,"The best and wisest of men or a heartless machine? Crusader for justice or cynical egoist? Mr. Holmes, the brain of Baker Street, continues to fascinate, to baffle, and to be interpreted very differently—by, among others, Basil Rathbone, Jeremy Brett, Robert Downey Jr., and Benedict Cumberbatch, without losing his unmistakable identity. Sherlock Holmes and Philosophy applies observation and deduction to the ultimate “three pipe problem,” the meaning of Sherlock Holmes. -- Cover p. [4] and publis...",2011,Open Court Publishing,en,5,1,http://books.google.com/books/content?id=Vq24xAyfoq0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Agatha Christie,Meghan Engsberg Cunningham,130,Juvenile Nonfiction,"Listed as the best-selling novelist of all time by the Guinness Book of World Records, Agatha Christie can easily be considered a household name, but writing amazing stories is not all she accomplished. This book discusses her life including her experiences as a volunteer during World War I, archaeologist, traveler, and Dame Commander of the Order of the British Empire, as well as her continued influence on the world today.",2017-07-15,"Cavendish Square Publishing, LLC",en,No rating,0,http://books.google.com/books/content?id=GClmDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Agatha Christie Companion,Russell H. Fitzgibbon,192,Fiction,"Russell H. Fitzgibbon presents a short history of Dame Agatha's life, criticism of her works, and a summary of how critics and reviewers view her work. Includes a bibliography of all the works of Christie published in either Great Britain or the United States, classified according to the detectives involved; an alphabetical list of Christie detective and mystery book and short-story titles; a short-story finder for Christie collections; and an index of all but the least important of the thousand...",1980,Popular Press,en,No rating,0,http://books.google.com/books/content?id=e6hlo6lhPIMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Agatha Christie, Woman of Mystery - With Audio Level 2 Oxford Bookworms Library",John Escott,64,Foreign Language Study,"A level 2 Oxford Bookworms Library graded reader. This version includes an audio book: listen to the story as you read. Written for Learners of English by John Escott. What does the name ‘Agatha Christie’ mean? To many people, it means a book about a murder mystery – a ‘whodunnit’. ‘I’m reading an Agatha Christie,’ people say. ‘I’m not sure who the murderer is – I think it’s . . .’ But they are usually wrong, because it is not easy to guess the murderer’s name before the end of the book. But who...",2014-09-22,Oxford University Press,en,No rating,0,http://books.google.com/books/content?id=9vCTBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Agatha Christie, Woman of Mystery Level 2 Oxford Bookworms Library",John Escott,67,Foreign Language Study,"A level 2 Oxford Bookworms Library graded reader. Written for Learners of English by John Escott. What does the name ‘Agatha Christie’ mean? To many people, it means a book about a murder mystery – a ‘whodunnit’. ‘I’m reading an Agatha Christie,’ people say. ‘I’m not sure who the murderer is – I think it’s . . .’ But they are usually wrong, because it is not easy to guess the murderer’s name before the end of the book. But who was Agatha Christie? What was she like? Was her life quiet and unexci...",2012-02-10,Oxford University Press,en,No rating,0,http://books.google.com/books/content?id=MSFoBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Agatha Christie: The Queen of Murder Mysteries (Biography of Her Life),Daniel McGee,132,Biography & Autobiography,"A fascinating exploration of the contents of agathachristie's seventy-three private notebooks, including illustrations and two unpublished poirot stories When agathachristie died in 1976, at age eighty-five, she had become the world's most popular author. With sales of more than two billion copies worldwide, in more than one hundred countries, she had achieved the impossible—more than one book every year since the 1920s, every one a bestseller. Discover a plethora of topics such as • An enchante...",101-01-01,Daniel McGee,en,No rating,0,http://books.google.com/books/content?id=gMkSEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Young Agatha Christie,William Augel,90,Humor,The hilarious adventures of the acclaimed mystery writer Agatha Christie as a child—a curious little girl who treats the everyday world as one big crime scene!,2022-09-06,"Humanoids, Inc.",en,No rating,0,http://books.google.com/books/content?id=HK-bEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Detective Novels of Agatha Christie,James Zemboy,449,Literary Criticism,"The most popular mystery writer of all time concocted a rich recipe of intrigue, character, and setting. All of Agatha Christie's 66 detective novels are covered here in great detail. Each chapter begins with general comments on a novel's geographical and historical setting, identifying current events, fashions, fads and popular interests that relate to the story. A concise plot summary and comprehensive character listing follow, and each novel is discussed within Christie's overall body of work...",2016-03-15,McFarland,en,No rating,0,http://books.google.com/books/content?id=hqfiCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Agatha Christie,J.C. Bernthal,457,Literary Criticism,"The undisputed ""Queen of Crime,"" Dame Agatha Christie (1890-1976) is the bestselling novelist of all time. As the creator of immortal detectives Hercule Poirot and Jane Marple, she continues to enthrall readers around the world and is drawing increasing attention from scholars, historians, and critics. But Christie wrote far beyond Poirot and Marple. A varied life including war work, archaeology, and two very different marriages provided the backdrop to a diverse body of work. This encyclopedic ...",2022-08-25,McFarland,en,No rating,0,http://books.google.com/books/content?id=0gKBEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Science of Agatha Christie,"Meg Hafdahl, Kelly Florence",234,Science,"Uncover the theories behind Dame Agatha Christie's most thrilling mysteries: Murder on the Orient Express, Death on the Nile, The A.B.C. Murders, and so much more! Gothic media moguls Meg Hafdahl and Kelly Florence, authors of The Science of Stephen King and co-hosts of the Horror Rewind podcast called “the best horror film podcast out there” by Film Daddy, present a guide to the Agatha Christie stories and supersleuths we all know and love. Through interviews, literary and film analysis, and bo...",2023-09-05,Simon and Schuster,en,No rating,0,http://books.google.com/books/content?id=rRSsEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Everyman's Guide to the Mysteries of Agatha Christie,Bruce Pendergast,448,Fiction,"Everyman's Guide to the Mysteries of Agatha Christie is a reference book covering Christie's 238 stories. It provides data never before published about both important and trivial facts. Dedications, time periods, and locations have been laboriously researched, and provided with ""time warp"" explanations. Even trivial data such as newspapers (100 in all), pubs (95) and automobiles (136) are shown as well as each story in which they are listed. English sayings totalling 259 are shown with the book(...",2004,Trafford Publishing,en,5,1,http://books.google.com/books/content?id=DCfEhieX8F0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Agatha Christie: Plots, Clues and Misdirections",Sally and Tony Hope,173,Literary Criticism,Why do Agatha Christie’s novels continue to inspire each generation? The answer is the quality and range of her puzzles: her rich and varied structures of deception.,2023-09-28,Book Guild Publishing,en,No rating,0,http://books.google.com/books/content?id=UDDZEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Agatha Christie,M. Makinen,219,Literary Criticism,"Christie's books depict women as adventurous, independent figures who renegotiate sexual relationships along more equal lines. Women are also allowed to disrupt society and yet the texts refuse to see them as double deviant because of their femininity. This book demonstrates exactly how quietly innovatory Christie was in relation to gender.",2006-10-10,Springer,en,No rating,0,http://books.google.com/books/content?id=VKvtCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Agatha Christie’s The Mysterious Affair at Styles in German and Dutch Translation,Marjolijn Storm,345,Language Arts & Disciplines,"Agatha Christie is one of the most popular and most translated authors of all time. Yet there is little academic work on her writing. This book sets out to rectify this. No matter where in the world you are, Hercule Poirot is a name that conjures up certain associations. The detailed analysis of the original text, three German and two Dutch translations of The Mysterious Affair at Styles however shows that his depiction differs immensely between the individual texts. In the course of this book, ...",2016-01-12,BRILL,en,No rating,0,http://books.google.com/books/content?id=VihzCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Getaway Guide to Agatha Christie's England,Judith Hurdle,204,Travel,"Travel to Burgh Island, ride the Orient Express, see the Christie homes and the hotels that inspired her famed books that have sold over two billion copies. This classic guide is the best way to see the fascinating places and landscapes that are at the heart of Christie's fascinating mysteries that continue to delight readers around the world.",1999,RDR Books,en,No rating,0,http://books.google.com/books/content?id=dRmg4-YS230C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Stephen King,Harold Bloom,139,Literary Criticism,Provides a biography of author Stephen King along with critical views of his work.,2009,Infobase Publishing,en,No rating,0,http://books.google.com/books/content?id=HjURCQHV4wAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Children and Childhood in the Works of Stephen King,Debbie Olson,353,Social Science,"This unique and timely collection examines childhood and the child character throughout Stephen King’s works, from his early novels and short stories, through film adaptations, to his most recent publications. King’s use of child characters within the framework of horror (or of horrific childhood) raises questions about adult expectations of children, childhood, the American family, child agency, and the nature of fear and terror for (or by) children. The ways in which King presents, complicates...",2020-10-06,Rowman & Littlefield,en,No rating,0,http://books.google.com/books/content?id=D3wGEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Gothic World of Stephen King,"Gary Hoppenstand, Ray Broadus Browne",154,Biography & Autobiography,"Stephen King’s popularity lies in his ability to reinterpret the standard Gothic tale in new and exciting ways. Through his eyes, the conventional becomes unconventional and wonderful. King thus creates his own Gothic world and then interprets it for us. This book analyzes King’s interpretations and his mastery of popular literature. The essays discuss adolescent revolt, the artist as survivor, the vampire in popular literature, and much more.",1987,Popular Press,en,No rating,0,http://books.google.com/books/content?id=RehaDAUqLAwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Moral Voyages of Stephen King,"Tony Magistrale, Anthony Magistrale",172,Literary Criticism,Magistrale discusses the themes that turn King's fiction into morality tales.,1989-01-01,Wildside Press LLC,en,No rating,0,http://books.google.com/books/content?id=E3krq6zLEX8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Many Facets of Stephen King,Michael R. Collings,202,Fiction,"A study of King's fiction, including a chapter on criticism and a chronology of King's works.",1985-01-01,Wildside Press LLC,en,No rating,0,http://books.google.com/books/content?id=3L1knXoI6R8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
